LeftEyeRatio,RightEyeRatio,LeftEyeStatus,RightEyeStatus
2.7617979813678697,2.8434070526136406,Acik,Acik
2.764136291538868,2.937608345261908,Acik,Acik
2.7464820295924013,2.8686544427494387,Acik,Acik
2.749400560952159,2.8758975150123014,Acik,Acik
2.6823840937176593,2.825879034194814,Acik,Acik
2.6845795225909685,2.825879034194814,Acik,Acik
2.704921137603782,2.825879034194814,Acik,Acik
2.744235977316038,2.899535026652811,Acik,Acik
2.704921137603782,2.8276723743325536,Acik,Acik
2.702931771971765,2.9231735870838595,Acik,Acik
2.7903510498202992,2.9231735870838595,Acik,Acik
2.8305119241594774,3.0431102185067496,Acik,Acik
2.8969738137492054,3.020249317621653,Acik,Acik
2.765257455204792,2.9695964778086523,Acik,Acik
2.786505205459631,2.924998799577205,Acik,Acik
2.8095967290984767,2.995675531757965,Acik,Acik
2.850586377682531,2.965708667675238,Acik,Acik
2.8198172777959414,2.9493864407934276,Acik,Acik
2.8434070526136406,2.898313921678772,Acik,Acik
2.818330163016694,2.8798018034174317,Acik,Acik
2.7848691133610353,2.8364725289532955,Acik,Acik
2.7634147582303608,2.947287837676246,Acik,Acik
2.828625743272803,2.899535026652811,Acik,Acik
2.796228394899984,2.8960951718254258,Acik,Acik
2.6498919955283693,2.8156018789983017,Acik,Acik
2.7090307095476316,2.8940678711683683,Acik,Acik
2.7617649871964165,2.9158114479889794,Acik,Acik
2.7403254146206955,2.8276723743325536,Acik,Acik
2.696040190311487,2.8940678711683683,Acik,Acik
2.7743535194870166,2.9695964778086523,Acik,Acik
2.8001599415553216,3.0183022570397893,Acik,Acik
2.8715271750118756,3.08409515896433,Acik,Acik
2.896310387611476,3.0346714433741866,Acik,Acik
2.9677292744106367,3.08409515896433,Acik,Acik
2.9677292744106367,3.150504035178447,Acik,Acik
2.9467183427572383,3.082521774714852,Acik,Acik
2.919081979657371,3.08409515896433,Acik,Acik
2.9698112380840564,3.08409515896433,Acik,Acik
2.912994758240815,3.0329472845351653,Acik,Acik
2.8505290063061235,3.009932276263423,Acik,Acik
2.8068936006541567,3.0431102185067496,Acik,Acik
2.921095176419791,3.1094730692570196,Acik,Acik
2.921095176419791,3.0329472845351653,Acik,Acik
2.8505290063061235,3.0329472845351653,Acik,Acik
2.921095176419791,3.0858773579914085,Acik,Acik
2.921095176419791,3.024452101364383,Acik,Acik
2.9458815016531434,3.1094730692570196,Acik,Acik
2.8564263683198865,3.0329472845351653,Acik,Acik
2.8505290063061235,3.04138126514911,Acik,Acik
3.025490831458894,3.189926281288403,Acik,Acik
3.0020690033131476,3.0931115356584575,Acik,Acik
2.9913125134337557,3.0931115356584575,Acik,Acik
2.925424862771061,3.1736284924702796,Acik,Acik
2.925424862771061,3.0165590849295967,Acik,Acik
2.919081979657371,3.04138126514911,Acik,Acik
2.919081979657371,3.098597616590848,Acik,Acik
2.919081979657371,3.0931115356584575,Acik,Acik
2.8564263683198865,3.0165590849295967,Acik,Acik
2.7887656341086347,2.9679092915312975,Acik,Acik
2.747344348417875,2.8978876460257674,Acik,Acik
2.7454826386753988,2.966419800851709,Acik,Acik
2.8124291054547936,2.8742365864793,Acik,Acik
2.749400560952159,2.8742365864793,Acik,Acik
2.793580215387817,2.966419800851709,Acik,Acik
2.793580215387817,2.943686751544702,Acik,Acik
2.770461600737779,2.8742365864793,Acik,Acik
2.732363403472813,2.824273501468874,Acik,Acik
2.7725006685198377,2.8978876460257674,Acik,Acik
2.6740311288158383,2.8310799008197804,Acik,Acik
2.7345264601827477,2.82965908006307,Acik,Acik
2.732363403472813,2.8978876460257674,Acik,Acik
2.7345264601827477,2.896433296780133,Acik,Acik
2.795602420872226,2.80654157339904,Acik,Acik
2.7978155403156695,2.8228560966077985,Acik,Acik
2.818705777567988,2.824273501468874,Acik,Acik
2.711965299199401,2.85277720854759,Acik,Acik
2.732363403472813,2.82965908006307,Acik,Acik
2.6960949946646267,2.824273501468874,Acik,Acik
2.732363403472813,2.824273501468874,Acik,Acik
2.732363403472813,2.767270656304855,Acik,Acik
2.7380480668707854,2.85277720854759,Acik,Acik
2.6719159249368554,2.8310799008197804,Acik,Acik
2.7380480668707854,2.8310799008197804,Acik,Acik
2.757089482851879,2.8310799008197804,Acik,Acik
2.7345264601827477,2.8310799008197804,Acik,Acik
2.7345264601827477,2.854186521068821,Acik,Acik
2.757089482851879,2.8228560966077985,Acik,Acik
2.757089482851879,2.8228560966077985,Acik,Acik
2.7368756697878345,2.824273501468874,Acik,Acik
2.8002191210585416,2.824273501468874,Acik,Acik
2.7143340351730325,2.824273501468874,Acik,Acik
2.7925600120519394,2.89058919066696,Acik,Acik
2.7489213092795617,2.89058919066696,Acik,Acik
2.903374177506927,2.958584782559396,Acik,Acik
2.6845795225909685,2.79979416837598,Acik,Acik
2.816837618336688,2.866997697336776,Acik,Acik
2.81129343657272,2.866997697336776,Acik,Acik
2.816837618336688,2.8802970525817493,Acik,Acik
2.834875103762524,2.866997697336776,Acik,Acik
2.7540947105935314,2.7946519596537986,Acik,Acik
2.7719390528293615,2.89058919066696,Acik,Acik
2.7368756697878345,2.824273501468874,Acik,Acik
2.7719390528293615,2.816020858374643,Acik,Acik
2.7719390528293615,2.8891385042627955,Acik,Acik
2.7925600120519394,2.8228560966077985,Acik,Acik
2.7925600120519394,2.83900457019747,Acik,Acik
2.7719390528293615,2.89058919066696,Acik,Acik
2.834875103762524,2.8817432995401315,Acik,Acik
2.895705677659514,2.9359117766276084,Acik,Acik
2.834875103762524,2.89058919066696,Acik,Acik
2.81129343657272,2.8802970525817493,Acik,Acik
2.7672926927206283,2.9600703391408114,Acik,Acik
2.7094627741657873,2.866997697336776,Acik,Acik
2.7925600120519394,2.958584782559396,Acik,Acik
2.7672926927206283,2.89058919066696,Acik,Acik
2.7925600120519394,2.9200969662212986,Acik,Acik
2.7747322139241035,2.8891385042627955,Acik,Acik
2.7747322139241035,2.8891385042627955,Acik,Acik
2.7725006685198377,2.896433296780133,Acik,Acik
2.8404657911838163,2.9827562255496343,Acik,Acik
2.8404657911838163,2.8878806532493617,Acik,Acik
2.7345264601827477,2.8891385042627955,Acik,Acik
2.7747322139241035,2.958584782559396,Acik,Acik
2.9312638387405,3.038531432670515,Acik,Acik
2.950282033478579,3.1432685195988856,Acik,Acik
2.911350956461861,3.0136857799375867,Acik,Acik
2.9522826175388848,3.15969339578127,Acik,Acik
3.3472721852548286,3.5809955894645706,Acik,Acik
4.0343202209257525,4.172079817069659,Kapali,Kapali
4.277786576558015,4.419029011412913,Kapali,Kapali
4.314530814788732,4.419029011412913,Kapali,Kapali
4.349251563187809,4.359822667411504,Kapali,Kapali
4.4029631594985865,4.333724392338917,Kapali,Kapali
3.8257133288089955,4.06510608897059,Acik,Kapali
3.5039386705387052,3.6405210705554736,Acik,Acik
3.404156746837349,3.4171130013772624,Acik,Acik
3.139435516668849,3.2605750692620434,Acik,Acik
3.058990755383924,3.1760675950306405,Acik,Acik
2.9092097696246526,3.0890071004488306,Acik,Acik
2.9361010975735176,3.114492745505874,Acik,Acik
2.9092097696246526,3.0202342279691066,Acik,Acik
2.9334861933015466,3.038531432670515,Acik,Acik
2.9334861933015466,3.0202342279691066,Acik,Acik
2.979773878850089,3.0440111249836517,Acik,Acik
2.9817608481585123,3.114492745505874,Acik,Acik
2.9334861933015466,3.0440111249836517,Acik,Acik
2.9577640123110323,3.088059148371133,Acik,Acik
2.8681430131517853,2.94586260862175,Acik,Acik
2.8658742634870857,2.9388784394777385,Acik,Acik
3.141528951362558,3.2249030993194197,Acik,Acik
3.547224215359774,3.721171238281757,Acik,Acik
3.6592682195268256,3.82099463490856,Acik,Acik
3.712791845070672,3.7986908025623123,Acik,Acik
3.7112516451176916,3.7888877131808463,Acik,Acik
3.628074810318593,3.863070807295171,Acik,Acik
3.7112516451176916,3.8312865302250545,Acik,Acik
3.5953900022518677,3.7347949243318705,Acik,Acik
3.5941687189790916,3.991694918024682,Acik,Acik
3.4805695130836183,3.7648704835606828,Acik,Acik
3.3417983104797244,3.4819072053715834,Acik,Acik
3.1886543223549157,3.378203744062585,Acik,Acik
3.1326563666642744,3.288277989088947,Acik,Acik
3.1326563666642744,3.3161871543054176,Acik,Acik
3.185125998184278,3.4066646422379665,Acik,Acik
3.428806319204033,3.6822817033471376,Acik,Acik
4.0,4.133281263395188,Kapali,Kapali
4.315742638036529,4.5065202576061685,Kapali,Kapali
3.9556823280456146,3.9809383545284622,Acik,Acik
3.550187518656518,3.6773903790595845,Acik,Acik
3.382480815997075,3.5905982764413165,Acik,Acik
3.260177392312557,3.319098169864185,Acik,Acik
3.018479748184652,3.1634868671439986,Acik,Acik
3.0847096477586042,3.140063693621516,Acik,Acik
2.890962509887778,3.0886830244100496,Acik,Acik
2.958622699139258,3.0298358930572262,Acik,Acik
2.9172847425180186,3.0298358930572262,Acik,Acik
3.0314673165508523,3.1147122512739998,Acik,Acik
2.888773505492361,3.0103585301479203,Acik,Acik
3.0117644590289014,3.078668908341885,Acik,Acik
2.9906598859227844,3.0948161815932442,Acik,Acik
2.976126271885468,3.057636003685606,Acik,Acik
2.910381678904031,3.0333404298284186,Acik,Acik
2.9633804905249566,3.0724051945814135,Acik,Acik
2.991041440121168,3.0944069269058576,Acik,Acik
2.9496999723713087,3.0944069269058576,Acik,Acik
2.903805887721467,3.0250628645414253,Acik,Acik
2.905289277473452,3.0116563874731375,Acik,Acik
2.964894313563013,3.0048517736105613,Acik,Acik
2.8729676673547186,3.0035541796843868,Acik,Acik
3.037266742612394,3.014590370521477,Acik,Acik
3.0546307846889174,3.043879547995075,Acik,Acik
3.079640893706283,3.0447812019203564,Acik,Acik
2.9458815016531434,2.9536102078815345,Acik,Acik
3.0447338072697057,3.003513831279223,Acik,Acik
3.0706075186710997,3.0734042777762958,Acik,Acik
3.029400188287264,3.072524721343232,Acik,Acik
3.029400188287264,3.145809095425987,Acik,Acik
3.062686641518929,3.1758223901540297,Acik,Acik
3.0481584882731694,3.112909263315051,Acik,Acik
3.0706075186710997,3.1771603109237287,Acik,Acik
3.0808024564652907,3.1219240093092457,Acik,Acik
3.212830420164475,3.2222790651621263,Acik,Acik
3.3122929572670206,3.27126194830238,Acik,Acik
3.40587727318528,3.391870559765887,Acik,Acik
3.231516326550537,3.319240540059915,Acik,Acik
3.3569993214840603,3.3999318160893903,Acik,Acik
3.7140837324176097,3.7014465397778813,Acik,Acik
4.549114687985393,4.605832492184023,Kapali,Kapali
4.9318526672749785,5.02443011287685,Kapali,Kapali
4.9318526672749785,4.855025305622211,Kapali,Kapali
3.9482841547744894,3.93037069782036,Acik,Acik
3.4270077359807503,3.4891100425307435,Acik,Acik
2.9672742695637453,3.0418365832064542,Acik,Acik
2.8326991868241285,2.955838482068239,Acik,Acik
2.7308730215899097,2.839726140446,Acik,Acik
2.5832999143622417,2.7044903311913715,Acik,Acik
2.520600368071979,2.604847983119173,Acik,Acik
2.4668088471939136,2.5623970881330007,Acik,Acik
2.487231165661925,2.540156191480616,Acik,Acik
2.471072997044156,2.5722006562895157,Acik,Acik
2.547008465758583,2.5651521267375483,Acik,Acik
2.567004225630287,2.6751372662411557,Acik,Acik
2.5103497555513066,2.5432606325195466,Acik,Acik
2.535446870308658,2.5700720431501134,Acik,Acik
2.6122970127100342,2.6126500881049473,Acik,Acik
2.5775452415440987,2.6126500881049473,Acik,Acik
2.595995274546708,2.6145298666027252,Acik,Acik
2.5793417630039244,2.618907060015416,Acik,Acik
2.5942102858672174,2.609209276552757,Acik,Acik
2.6227762022820196,2.574278633005632,Acik,Acik
2.585518965619802,2.5700720431501134,Acik,Acik
2.5707478894011304,2.610876485915261,Acik,Acik
2.5450632922526806,2.518360583081795,Acik,Acik
2.5450632922526806,2.512724063617864,Acik,Acik
2.585518965619802,2.5925323588034557,Acik,Acik
2.5832571094754098,2.551932752156584,Acik,Acik
2.57277708836257,2.5683273451424715,Acik,Acik
2.6163140452165137,2.636188919143798,Acik,Acik
2.6142505078166485,2.5925323588034557,Acik,Acik
2.535848755748397,2.556191643935176,Acik,Acik
2.466251221388653,2.471338892901352,Acik,Acik
2.5540697356153883,2.58202531454762,Acik,Acik
2.568826901566465,2.5502821700688205,Acik,Acik
2.502205104121393,2.5166289754876865,Acik,Acik
2.515504130471523,2.5546430031146126,Acik,Acik
2.552136194198432,2.5987411512551764,Acik,Acik
2.4556300393904356,2.539749497670396,Acik,Acik
2.593468593709544,2.597166732279799,Acik,Acik
2.4939336880066945,2.5327967634964983,Acik,Acik
2.6104538069423286,2.6154580081476437,Acik,Acik
2.535446870308658,2.572634793681254,Acik,Acik
2.535446870308658,2.51099633165617,Acik,Acik
2.535446870308658,2.6171292102691464,Acik,Acik
2.516910367835516,2.58202531454762,Acik,Acik
2.578352119075604,2.634591812846784,Acik,Acik
2.626773564125041,2.6942991721612044,Acik,Acik
2.533610456720485,2.650232591001198,Acik,Acik
2.609459398135074,2.6314824106770884,Acik,Acik
2.576484629394785,2.605942218122389,Acik,Acik
2.492127342243235,2.5892018086015858,Acik,Acik
2.5540059075181074,2.609065362205269,Acik,Acik
2.5821401962263906,2.648518428886457,Acik,Acik
2.5803808003305106,2.6942991721612044,Acik,Acik
2.5803808003305106,2.648518428886457,Acik,Acik
2.5651202274793996,2.636508386216178,Acik,Acik
2.537257782296541,2.650232591001198,Acik,Acik
2.5803808003305106,2.672353005917312,Acik,Acik
2.5633491496809855,2.6535769422112665,Acik,Acik
2.6233083145216085,2.699625093763902,Acik,Acik
2.624983756338895,2.718726982967353,Acik,Acik
2.6694386430033954,2.7649627331142677,Acik,Acik
2.6694386430033954,2.7456258919345764,Acik,Acik
3.3921425824594618,3.3933822869273107,Acik,Acik
4.296975680638651,4.264394709764083,Kapali,Kapali
4.565910930787377,4.5479471775089655,Kapali,Kapali
3.6021858467421386,3.635486625718811,Acik,Acik
3.0473471719390273,3.2469943404771158,Acik,Acik
2.922968122332877,3.0095915435497966,Acik,Acik
2.780769712856715,2.8382475651617693,Acik,Acik
2.814329479241213,2.878805649634159,Acik,Acik
2.7136529458069387,2.769501151795808,Acik,Acik
2.6994930769736616,2.775375926280803,Acik,Acik
2.7118502050389846,2.7606820836177843,Acik,Acik
2.622832237845107,2.7351658222988413,Acik,Acik
2.7267690439738836,2.748416683554701,Acik,Acik
2.649069022950126,2.687081718754624,Acik,Acik
2.588289662995865,2.687081718754624,Acik,Acik
2.6953835995522497,2.72297087788861,Acik,Acik
2.6953835995522497,2.6517965830243093,Acik,Acik
2.618254958304786,2.6694386430033954,Acik,Acik
2.6453824195640316,2.67490321093943,Acik,Acik
2.5988767045761705,2.67490321093943,Acik,Acik
2.6236147488851076,2.6733116556194148,Acik,Acik
2.763984102263385,2.893801581180174,Acik,Acik
2.820997908024799,2.8732976553184315,Acik,Acik
2.814329479241213,2.892350848472041,Acik,Acik
2.952035067713367,2.960430871240912,Acik,Acik
2.892732654118229,3.04527456375447,Acik,Acik
4.336114250392029,4.26906969529298,Kapali,Kapali
4.612899972235053,4.674437806760608,Kapali,Kapali
5.174724898753341,5.058718835288418,Kapali,Kapali
4.712345125433469,4.8042833013928465,Kapali,Kapali
4.198402986564685,4.292713115515196,Kapali,Kapali
3.6302998392800734,3.7774471879228915,Acik,Acik
3.394128347397296,3.5139404914963737,Acik,Acik
3.3080804443687724,3.456819654250987,Acik,Acik
3.2354741048147533,3.3694433686604044,Acik,Acik
3.215359479959566,3.3797061696401136,Acik,Acik
3.0993689252821253,3.2585318380793753,Acik,Acik
3.0993689252821253,3.236998586854977,Acik,Acik
3.1285564032855993,3.169242495541428,Acik,Acik
3.1011737172159415,3.105275356990913,Acik,Acik
3.1222481169009444,3.212447949193982,Acik,Acik
3.0182189296019297,3.09641003454659,Acik,Acik
3.752116519829625,3.8218786946679453,Acik,Acik
4.472696618946495,4.594120219809165,Kapali,Kapali
4.8969876255590075,4.8042833013928465,Kapali,Kapali
4.647534669444446,4.804721948579462,Kapali,Kapali
3.4282910014687267,3.5622458331398947,Acik,Acik
2.930742069294684,2.956597240419416,Acik,Acik
2.7449356154282953,2.866505597538441,Acik,Acik
2.6584084195495263,2.796140997635206,Acik,Acik
2.793920845487884,2.919745148140541,Acik,Acik
2.619180300810667,2.810971706089789,Acik,Acik
2.6860684100837107,2.8094852571419686,Acik,Acik
2.6378347620701983,2.765148403648591,Acik,Acik
2.7011423305754447,2.7589932576250416,Acik,Acik
2.739893346094183,2.8497982417990473,Acik,Acik
2.763184140730153,2.9258043732081456,Acik,Acik
2.782616586009873,2.9258043732081456,Acik,Acik
2.888503949747377,2.94422227577872,Acik,Acik
2.8334415764565235,2.947286853163382,Acik,Acik
2.8683320384513937,2.9456853126951605,Acik,Acik
2.8702626845881527,2.965884534331861,Acik,Acik
2.815711888401547,2.8999939124136263,Acik,Acik
2.8904211221617264,2.886182135384388,Acik,Acik
2.835458780942286,2.976712335199794,Acik,Acik
2.835458780942286,2.8999939124136263,Acik,Acik
2.8334415764565235,2.886182135384388,Acik,Acik
2.8532039658360318,2.937859834669324,Acik,Acik
2.796199815674319,2.956556187491778,Acik,Acik
2.7177245661066314,2.8109434554245722,Acik,Acik
2.7107155716469165,2.8109434554245722,Acik,Acik
2.736421536033001,2.836292378342815,Acik,Acik
2.7639493588693265,2.830370531479639,Acik,Acik
2.723173754539136,2.830370531479639,Acik,Acik
2.8086792706329105,2.9074173607824485,Acik,Acik
2.7763858158276733,2.826358414425257,Acik,Acik
2.757415784559105,2.826358414425257,Acik,Acik
2.7556368277023755,2.826358414425257,Acik,Acik
2.7431400835991178,2.8527242500052594,Acik,Acik
2.871114161779091,2.9539611088302182,Acik,Acik
2.7893327801627694,2.8349891434195627,Acik,Acik
2.796199815674319,2.819797273586871,Acik,Acik
2.6445346822525995,2.7836353694911544,Acik,Acik
2.8086792706329105,2.886182135384388,Acik,Acik
2.757415784559105,2.8317769934199704,Acik,Acik
2.7639493588693265,2.8441930247900107,Acik,Acik
2.7311263183177896,2.797091816107799,Acik,Acik
2.7621661868532854,2.8511951202882013,Acik,Acik
2.7449356154282953,2.8527242500052594,Acik,Acik
2.8729676673547186,2.9074173607824485,Acik,Acik
2.7639493588693265,2.8192508193634973,Acik,Acik
2.7366556993892446,2.8002215762172122,Acik,Acik
2.6751476151311073,2.7985919295819404,Acik,Acik
2.7980300779346394,2.845718399200309,Acik,Acik
2.757415784559105,2.7795525554950613,Acik,Acik
2.7062894891641305,2.8527242500052594,Acik,Acik
2.7593252385112588,2.845718399200309,Acik,Acik
2.7593252385112588,2.922968122332877,Acik,Acik
2.747350654596935,2.854385418404353,Acik,Acik
2.8510838720183274,2.872132789005268,Acik,Acik
2.8038685475814993,2.8192508193634973,Acik,Acik
2.7782822321136855,2.8019805300021177,Acik,Acik
2.7516411463420387,2.7738190249298547,Acik,Acik
2.8104924701070275,2.8561783951023125,Acik,Acik
2.7593252385112588,2.83679437942841,Acik,Acik
2.812438678576782,2.905062477003252,Acik,Acik
2.8317605697742705,2.8349891434195627,Acik,Acik
2.8104924701070275,2.912498899960529,Acik,Acik
2.7593252385112588,2.854385418404353,Acik,Acik
2.8086792706329105,2.9456853126951605,Acik,Acik
2.7953570555343905,2.9015492135009513,Acik,Acik
2.7497882966922487,2.8511951202882013,Acik,Acik
2.745375907473874,2.8441930247900107,Acik,Acik
2.7013120369307964,2.8527242500052594,Acik,Acik
2.797240610114798,2.8706139979221104,Acik,Acik
2.8656321786727075,2.9106705678544476,Acik,Acik
2.8174115984858368,2.8737827384669328,Acik,Acik
2.9871519752227074,3.0885953013323104,Acik,Acik
3.0586965273483333,3.130450636823887,Acik,Acik
3.046484702458927,3.1546272144983365,Acik,Acik
3.0586965273483333,3.1222955965359533,Acik,Acik
3.156173510243979,3.1768204636282364,Acik,Acik
3.181170340545325,3.198814069425115,Acik,Acik
3.12117117145963,3.1781184183763056,Acik,Acik
3.0707325939744585,3.045095366428756,Acik,Acik
2.9674751733402327,3.066159862579791,Acik,Acik
3.007753513268865,3.066159862579791,Acik,Acik
3.076610582575067,3.151974656928291,Acik,Acik
3.0707325939744585,3.160061369046809,Acik,Acik
3.142720657972883,3.1613174581169265,Acik,Acik
3.037957425280278,3.0948161815932442,Acik,Acik
2.995989877426475,3.0298358930572262,Acik,Acik
3.07828330583974,3.1147122512739998,Acik,Acik
2.9941979101165517,3.1070721829579946,Acik,Acik
3.0707325939744585,3.151974656928291,Acik,Acik
3.0690639737276517,3.1070721829579946,Acik,Acik
3.0707325939744585,3.1962600124073917,Acik,Acik
2.964894313563013,3.0993299084335786,Acik,Acik
2.9665514238636335,2.978151734734488,Acik,Acik
2.9683515814524246,3.0664994380268205,Acik,Acik
2.9396103427624243,3.0062853047584976,Acik,Acik
2.8262070089215623,2.8650792738217588,Acik,Acik
2.8243324287528795,2.919745148140541,Acik,Acik
2.8459189394026745,2.9212899336461153,Acik,Acik
2.7259231343357007,2.884441020371191,Acik,Acik
2.8334415764565235,2.882936134345848,Acik,Acik
2.7893327801627694,2.882936134345848,Acik,Acik
2.771825908661027,2.881561421593351,Acik,Acik
2.7911585475812455,2.8474981212125066,Acik,Acik
2.7737992472691575,2.82081702180773,Acik,Acik
2.7639493588693265,2.8271425853617385,Acik,Acik
2.7911585475812455,2.8900336111879357,Acik,Acik
2.8298276499288586,2.882936134345848,Acik,Acik
2.8298276499288586,2.939497132089864,Acik,Acik
2.83679437942841,2.9009432428286503,Acik,Acik
2.8174115984858368,2.9009432428286503,Acik,Acik
2.819362598310273,2.9023087751676413,Acik,Acik
2.8561783951023125,2.921682120815736,Acik,Acik
2.7267690439738836,2.8227670927219544,Acik,Acik
2.604488337014626,2.672964828296923,Acik,Acik
2.4553231758807224,2.6010207827347305,Acik,Acik
2.5140682399545096,2.560443610270723,Acik,Acik
2.447866952502808,2.554843972295036,Acik,Acik
2.447866952502808,2.5790322699669446,Acik,Acik
2.495261360637448,2.562275254192747,Acik,Acik
2.478511573302304,2.560443610270723,Acik,Acik
2.4497134915612455,2.562275254192747,Acik,Acik
2.447866952502808,2.57721253540691,Acik,Acik
2.47056377544415,2.6041256859520616,Acik,Acik
2.493380488617394,2.6041256859520616,Acik,Acik
2.4687262831156667,2.651977973448397,Acik,Acik
2.5633491496809855,2.6766116051346502,Acik,Acik
2.5633491496809855,2.61281236070788,Acik,Acik
2.6236147488851076,2.6635672170078872,Acik,Acik
2.6133938309297355,2.7551196970028338,Acik,Acik
2.6888690677320843,2.752393275520297,Acik,Acik
2.723716059722352,2.755008807501668,Acik,Acik
2.7589090838751904,2.7223122801006916,Acik,Acik
2.7335439952052405,2.7918325654455765,Acik,Acik
2.776890275577772,2.7915735431582767,Acik,Acik
2.7378103760725527,2.7499409320834554,Acik,Acik
2.772293650151604,2.8043323210455906,Acik,Acik
2.8117270722157057,2.8177605818640994,Acik,Acik
2.9092836695297706,2.9406023502564045,Acik,Acik
2.9726597320165893,3.005917165512549,Acik,Acik
2.9292841928281623,3.0022991025927572,Acik,Acik
3.0618306938731026,3.166121337587099,Acik,Acik
4.515741798475507,4.5490204108508125,Kapali,Kapali
5.651014268620363,5.370501624147785,Kapali,Kapali
5.957320657937393,6.211623754133965,Kapali,Kapali
5.264543788749087,5.242991416218062,Kapali,Kapali
4.281421486864676,4.107109035233802,Kapali,Kapali
3.7443290453698115,3.7169052470280457,Acik,Acik
3.371621334601522,3.371621334601522,Acik,Acik
3.314566359023146,3.5039660069381062,Acik,Acik
3.3418934873595423,3.458512899413538,Acik,Acik
3.3389171826390442,3.4221844826684102,Acik,Acik
3.263151642235866,3.3389171826390442,Acik,Acik
3.363268157655101,3.447142732388138,Acik,Acik
3.359082010410392,3.4417825320806497,Acik,Acik
3.2795147729626235,3.2795147729626235,Acik,Acik
3.2795147729626235,3.2557814427812084,Acik,Acik
3.174462442091046,3.3347728647048207,Acik,Acik
3.2804605347110876,3.4425950291158953,Acik,Acik
3.2557814427812084,3.2557814427812084,Acik,Acik
3.2045446737719563,3.335748631853312,Acik,Acik
3.365032263812416,3.41768151289072,Acik,Acik
3.3041872970979473,3.423004178493657,Acik,Acik
3.227722355450532,3.25673409674099,Acik,Acik
3.2509003472599485,3.359082010410392,Acik,Acik
3.232074147039171,3.3032483286284386,Acik,Acik
3.7258569747978347,3.698880758256731,Acik,Acik
3.7528333554444355,3.82099463490856,Acik,Acik
3.8290388430438345,3.698191522753489,Acik,Acik
3.756940050113388,3.82099463490856,Acik,Acik
3.7528333554444355,3.7184082928345306,Acik,Acik
3.7199692556121433,3.6914760795464425,Acik,Acik
3.555902760825223,3.60114315797066,Acik,Acik
3.3893707126682338,3.4417825320806497,Acik,Acik
3.3893707126682338,3.358289223529704,Acik,Acik
3.3843531366933552,3.3826042976262425,Acik,Acik
3.473896243732597,3.472101133937385,Acik,Acik
3.3905086582140345,3.49242276659185,Acik,Acik
3.473896243732597,3.490998813516363,Acik,Acik
3.4127531807906983,3.49242276659185,Acik,Acik
3.493401397641933,3.4978618335325633,Acik,Acik
3.4086558804377134,3.4077009897441055,Acik,Acik
